experiment,image,img_file,magnification,path,x_scaling,y_scaling
LMEX0000000285,LMEX0000000285_IMG_12,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_008a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_13,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_009.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_14,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_010.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_15,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_011.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_2,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_001a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_3,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_4,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_5,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_6,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_7,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_005_TileScan.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.531066895,0.698059082
LMEX0000000285,LMEX0000000285_IMG_8,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_006.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000285,LMEX0000000285_IMG_9,2015-08-27_HE_10X_LMH-15-D001-RLL-6C2-22_007.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000285,0.625,0.46875
LMEX0000000286,LMEX0000000286_IMG_1,2015-05-07_10X_HE_LMH-15-D001-LLL-7B2-21_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.625,0.46875
LMEX0000000286,LMEX0000000286_IMG_2,2015-05-07_10X_HE_LMH-15-D001-LLL-7B2-21_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.625,0.46875
LMEX0000000286,LMEX0000000286_IMG_3,2015-05-07_10X_HE_LMH-15-D001-LLL-7B2-21_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.625,0.46875
LMEX0000000286,LMEX0000000286_IMG_4,2015-05-07_10X_HE_LMH-15-D001-LLL-7B2-21_003a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.625,0.46875
LMEX0000000286,LMEX0000000286_IMG_5,2015-05-07_10X_HE_LMH-15-D001-LLL-7B2-21_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000286,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_1,2015-10-26_HE_10X_LMH-15-D024-RLL-6B1-11_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_2,2015-10-26_HE_10X_LMH-15-D024-RLL-6B1-11_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_3,2015-10-26_HE_10X_LMH-15-D024-RLL-6B1-11_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_4,2015-10-26_HE_10X_LMH-15-D024-RLL-6B1-11_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_5,2015-10-26_HE_10X_LMH-15-D024-RLL-6B1-11_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_6,2015-10-26_HE_10X_LMH-15-D024-RLL-6B1-11_006a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_7,2015-10-26_HE_10X_LMH-15-D024-RLL-6B1-11_006b.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_8,2015-10-26_HE_10X_LMH-15-D024-RLL-6B1-11_007a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000287,LMEX0000000287_IMG_9,2015-10-26_HE_10X_LMH-15-D024-RLL-6B1-11_007b.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000287,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_1,2015-05-12_10X_HE_C57BL6_E18.5_LMM.14.49.5.83_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_2,2015-05-12_10X_HE_C57BL6_E18.5_LMM.14.49.5.83_001a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_3,2015-05-12_10X_HE_C57BL6_E18.5_LMM.14.49.5.83_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_4,2015-05-12_10X_HE_C57BL6_E18.5_LMM.14.49.5.83_002a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_5,2015-05-12_10X_HE_C57BL6_E18.5_LMM.14.49.5.83_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_6,2015-05-12_10X_HE_C57BL6_E18.5_LMM.14.49.5.83_003a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_7,2015-05-12_10X_HE_C57BL6_E18.5_LMM.14.49.5.83_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000288,LMEX0000000288_IMG_8,2015-05-12_10X_HE_C57BL6_E18.5_LMM.14.49.5.83_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000288,0.625,0.46875
LMEX0000000289,LMEX0000000289_IMG_1,2015-05-14_10X_HE_C57BL6_E16.5_LMM.14.24.4.42_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.625,0.46875
LMEX0000000289,LMEX0000000289_IMG_2,2015-05-14_10X_HE_C57BL6_E16.5_LMM.14.24.4.42_001a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.625,0.46875
LMEX0000000289,LMEX0000000289_IMG_3,2015-05-14_10X_HE_C57BL6_E16.5_LMM.14.24.4.42_001b.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.625,0.46875
LMEX0000000289,LMEX0000000289_IMG_4,2015-05-14_10X_HE_C57BL6_E16.5_LMM.14.24.4.42_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.625,0.46875
LMEX0000000289,LMEX0000000289_IMG_5,2015-05-14_10X_HE_C57BL6_E16.5_LMM.14.24.4.42_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.625,0.46875
LMEX0000000289,LMEX0000000289_IMG_6,2015-05-14_10X_HE_C57BL6_E16.5_LMM.14.24.4.42_003a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000289,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_1,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_10,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_008.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_11,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_008a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_12,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_008b.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_13,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_009.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_14,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_009a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_15,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_010.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_16,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_010a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_2,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_001a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_3,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_4,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_5,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_6,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_7,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_005a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_8,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_006.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000290,LMEX0000000290_IMG_9,2015-05-07_10X_HE_C57BL6_PND28_LMM.15.16A.6.56_007.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000290,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_1,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_10,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_007a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_11,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_008.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_12,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_009.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_13,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_009a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_2,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_001a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_3,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_4,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_5,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_6,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_7,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_005a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_8,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_006.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000291,LMEX0000000291_IMG_9,2015-05-13_10X_HE_C57BL6_PND7_LMM.15.12A.8.44_007.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000291,0.625,0.46875
LMEX0000000623,LMEX0000000623_IMG_1,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,0.625,0.46875
LMEX0000000623,LMEX0000000623_IMG_2,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,0.625,0.46875
LMEX0000000623,LMEX0000000623_IMG_3,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,0.625,0.46875
LMEX0000000623,LMEX0000000623_IMG_4,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,0.625,0.46875
LMEX0000000623,LMEX0000000623_IMG_5,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,0.625,0.46875
LMEX0000000623,LMEX0000000623_IMG_6,2016-01-29_HE_10x_LMH-16-D007-LLL-5D4-10_006.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000623,0.625,0.46875
LMEX0000000625,LMEX0000000625_IMG_1,2016-02-08_HE_10x_LMH-16-D003-LLL-4C2-11_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000625,0.625,0.46875
LMEX0000000625,LMEX0000000625_IMG_2,2016-02-08_HE_10x_LMH-16-D003-LLL-4C2-11_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000625,0.625,0.46875
LMEX0000000625,LMEX0000000625_IMG_3,2016-02-08_HE_10x_LMH-16-D003-LLL-4C2-11_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000625,0.625,0.46875
LMEX0000000625,LMEX0000000625_IMG_4,2016-02-08_HE_10x_LMH-16-D003-LLL-4C2-11_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000625,0.625,0.46875
LMEX0000000625,LMEX0000000625_IMG_5,2016-02-08_HE_10x_LMH-16-D003-LLL-4C2-11_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000625,0.625,0.46875
LMEX0000000613,LMEX0000000613_IMG_1,2016-01-20_HE_10x_LMH-16-D007-LLL-5B4-8_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000613,0.625,0.46875
LMEX0000000613,LMEX0000000613_IMG_2,2016-01-20_HE_10x_LMH-16-D007-LLL-5B4-8_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000613,0.625,0.46875
LMEX0000000613,LMEX0000000613_IMG_3,2016-01-20_HE_10x_LMH-16-D007-LLL-5B4-8_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000613,0.625,0.46875
LMEX0000000613,LMEX0000000613_IMG_4,2016-01-20_HE_10x_LMH-16-D007-LLL-5B4-8_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000613,0.625,0.46875
LMEX0000000614,LMEX0000000614_IMG_1,2016-01-29_HE_10x_LMH-16-D003-LLL-4B2-13_9x8_TileScan.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000614,0.593383789,0.39654541
LMEX0000000614,LMEX0000000614_IMG_3,2016-02-01_HE_10x_LMH-16-D003-LLL-4B2-13_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000614,0.625,0.46875
LMEX0000000614,LMEX0000000614_IMG_4,2016-02-01_HE_10x_LMH-16-D003-LLL-4B2-13_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000614,0.625,0.46875
LMEX0000000614,LMEX0000000614_IMG_5,2016-02-01_HE_10x_LMH-16-D003-LLL-4B2-13_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000614,0.625,0.46875
LMEX0000000614,LMEX0000000614_IMG_6,2016-02-01_HE_10x_LMH-16-D003-LLL-4B2-13_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000614,0.625,0.46875
LMEX0000000614,LMEX0000000614_IMG_7,2016-02-01_HE_10x_LMH-16-D003-LLL-4B2-13_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000614,0.625,0.46875
LMEX0000000614,LMEX0000000614_IMG_8,2016-02-01_HE_10x_LMH-16-D003-LLL-4B2-13_006.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000614,0.625,0.46875
LMEX0000000615,LMEX0000000615_IMG_1,2016-02-10_HE_10x_LMH-16-D024-LLL-8A2-10_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000615,0.805664063,0.604248047
LMEX0000000615,LMEX0000000615_IMG_2,2016-02-10_HE_10x_LMH-16-D024-LLL-8A2-10_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000615,0.805664063,0.604248047
LMEX0000000615,LMEX0000000615_IMG_3,2016-02-10_HE_10x_LMH-16-D024-LLL-8A2-10_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000615,0.805664063,0.604248047
LMEX0000000615,LMEX0000000615_IMG_4,2016-02-10_HE_10x_LMH-16-D024-LLL-8A2-10_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000615,0.805664063,0.604248047
LMEX0000000615,LMEX0000000615_IMG_5,2016-02-10_HE_10x_LMH-16-D024-LLL-8A2-10_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000615,0.805664063,0.604248047
LMEX0000000616,LMEX0000000616_IMG_1,2016-02-15_AB_10x_LMH-16-D007-LLL-5D4-15_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000616,0.805664063,0.604248047
LMEX0000000616,LMEX0000000616_IMG_2,2016-02-15_AB_10x_LMH-16-D007-LLL-5D4-15_001a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000616,0.805664063,0.604248047
LMEX0000000616,LMEX0000000616_IMG_3,2016-02-15_AB_10x_LMH-16-D007-LLL-5D4-15_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000616,0.805664063,0.604248047
LMEX0000000616,LMEX0000000616_IMG_4,2016-02-15_AB_10x_LMH-16-D007-LLL-5D4-15_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000616,0.805664063,0.604248047
LMEX0000000616,LMEX0000000616_IMG_5,2016-02-15_AB_10x_LMH-16-D007-LLL-5D4-15_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000616,0.805664063,0.604248047
LMEX0000000617,LMEX0000000617_IMG_1,2016-02-03_HE_10x_LMH-16-D003-LLL-4B3-11_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000617,0.625,0.46875
LMEX0000000617,LMEX0000000617_IMG_2,2016-02-03_HE_10x_LMH-16-D003-LLL-4B3-11_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000617,0.625,0.46875
LMEX0000000617,LMEX0000000617_IMG_3,2016-02-03_HE_10x_LMH-16-D003-LLL-4B3-11_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000617,0.625,0.46875
LMEX0000000617,LMEX0000000617_IMG_4,2016-02-03_HE_10x_LMH-16-D003-LLL-4B3-11_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000617,0.625,0.46875
LMEX0000000617,LMEX0000000617_IMG_5,2016-02-03_HE_10x_LMH-16-D003-LLL-4B3-11_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000617,0.625,0.46875
LMEX0000000617,LMEX0000000617_IMG_6,2016-02-03_HE_10x_LMH-16-D003-LLL-4B3-11_006.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000617,0.625,0.46875
LMEX0000000618,LMEX0000000618_IMG_1,2016-02-03_HE_10x_LMH-16-D003-LLL-6B3-9_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000618,0.625,0.46875
LMEX0000000618,LMEX0000000618_IMG_2,2016-02-03_HE_10x_LMH-16-D003-LLL-6B3-9_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000618,0.625,0.46875
LMEX0000000618,LMEX0000000618_IMG_3,2016-02-03_HE_10x_LMH-16-D003-LLL-6B3-9_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000618,0.625,0.46875
LMEX0000000618,LMEX0000000618_IMG_4,2016-02-03_HE_10x_LMH-16-D003-LLL-6B3-9_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000618,0.625,0.46875
LMEX0000000618,LMEX0000000618_IMG_5,2016-02-03_HE_10x_LMH-16-D003-LLL-6B3-9_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000618,0.625,0.46875
LMEX0000000618,LMEX0000000618_IMG_6,2016-02-03_HE_10x_LMH-16-D003-LLL-6B3-9_006.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000618,0.625,0.46875
LMEX0000000618,LMEX0000000618_IMG_7,2016-02-03_HE_10x_LMH-16-D003-LLL-6B3-9_007.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000618,0.625,0.46875
LMEX0000000618,LMEX0000000618_IMG_8,2016-02-03_HE_10x_LMH-16-D003-LLL-6B3-9_008.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000618,0.625,0.46875
LMEX0000000619,LMEX0000000619_IMG_1,2016-02-15_AB_10x_LMH-16-D024-LLL-9B1-3_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000619,0.805664063,0.604248047
LMEX0000000619,LMEX0000000619_IMG_2,2016-02-15_AB_10x_LMH-16-D024-LLL-9B1-3_001a.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000619,0.805664063,0.604248047
LMEX0000000619,LMEX0000000619_IMG_3,2016-02-15_AB_10x_LMH-16-D024-LLL-9B1-3_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000619,0.805664063,0.604248047
LMEX0000000619,LMEX0000000619_IMG_4,2016-02-15_AB_10x_LMH-16-D024-LLL-9B1-3_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000619,0.805664063,0.604248047
LMEX0000000619,LMEX0000000619_IMG_5,2016-02-15_AB_10x_LMH-16-D024-LLL-9B1-3_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000619,0.805664063,0.604248047
LMEX0000000619,LMEX0000000619_IMG_6,2016-02-15_AB_10x_LMH-16-D024-LLL-9B1-3_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000619,0.805664063,0.604248047
LMEX0000000619,LMEX0000000619_IMG_7,2016-02-15_AB_10x_LMH-16-D024-LLL-9B1-3_006.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000619,0.805664063,0.604248047
LMEX0000000620,LMEX0000000620_IMG_1,2016-02-12_AB_10x_LMH-16-D007-LLL-5C4-10_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000620,0.805664063,0.604248047
LMEX0000000620,LMEX0000000620_IMG_2,2016-02-12_AB_10x_LMH-16-D007-LLL-5C4-10_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000620,0.805664063,0.604248047
LMEX0000000620,LMEX0000000620_IMG_3,2016-02-12_AB_10x_LMH-16-D007-LLL-5C4-10_003.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000620,0.805664063,0.604248047
LMEX0000000620,LMEX0000000620_IMG_4,2016-02-12_AB_10x_LMH-16-D007-LLL-5C4-10_004.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000620,0.805664063,0.604248047
LMEX0000000620,LMEX0000000620_IMG_5,2016-02-12_AB_10x_LMH-16-D007-LLL-5C4-10_005.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000620,0.805664063,0.604248047
LMEX0000000620,LMEX0000000620_IMG_6,2016-02-12_AB_10x_LMH-16-D007-LLL-5C4-10_006.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000620,0.805664063,0.604248047
LMEX0000000621,LMEX0000000621_IMG_1,2016-02-08_HE_10x_LMH-16-D024-LLL-9B1-14_001.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000621,0.625,0.46875
LMEX0000000621,LMEX0000000621_IMG_2,2016-02-08_HE_10x_LMH-16-D024-LLL-9B1-14_002.tif,10X,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000621,0.625,0.46875
