age_group,age_group_label,age_label,date,experiment,experiment_type,gender,image_id,img_file,label,local_id,magnification,organism_label,path,platform,probe_id,researcher,s3downloadkey,sample_id,sex,site,strain,tax_id,weight,experiment_id
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_6,2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000032,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005\2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_6,2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005\2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_6,2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000007,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005\2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_7,2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000032,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_7,2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_7,2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000007,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_8,2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000007,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_8,2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_8,2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000032,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_9,2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_9,2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000032,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,3/25/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000025_IMG_9,2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000025,confocal,http://www.w3.org/2002/07/owl#LMPA0000000007,Jeffrey A. Whitsett,LMEX0000000025\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003\2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000025
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_1,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_1,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000029,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_1,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000031,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_2,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_002.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000031,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_002\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_002.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_2,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_002.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_002\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_002.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_2,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_002.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000029,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_002\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_002.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_3,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_003.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_003\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_003.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_3,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_003.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000031,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_003\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_003.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_3,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_003.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000029,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_003\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_003.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_4,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_004.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000031,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_004\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_004.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_4,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_004.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000029,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_004\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_004.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_4,2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_004.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,20X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_004\2015-004-021_20X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_004.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_5,2015-004-021_60X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000031,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_60X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001\2015-004-021_60X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_5,2015-004-021_60X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000029,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_60X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001\2015-004-021_60X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000157,E18.5,E18.5,4/21/2015,LMXT0000000003,http://www.w3.org/2002/07/owl#LMXT0000000003,male,LMEX0000000030_IMG_5,2015-004-021_60X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,confocal LMXT0000000003 in mouse strain C57BL6,LMM.14.38.2,60X,mus musculus,http://lungmap-breath-data.s3.amazonaws.com/LMEX0000000030,confocal,http://www.w3.org/2002/07/owl#LMPA0000000034,Jeffrey A. Whitsett,LMEX0000000030\2015-004-021_60X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001\2015-004-021_60X_C57BL6_E18.5_LMM.14.38.2.50_LYVE1_EMCN_ACTA2_001.tif,http://www.w3.org/2002/07/owl#LMSP0000000040,male,Cincinnati Children's Hospital Medical Center,http://www.w3.org/2002/07/owl#C57BL6,http://www.w3.org/2002/07/owl#taxid_10090,1.059 g,LMEX0000000030
