age_label,date,experiment,gender,image_id,label,magnification,organism_label,platform,s3downloadkey,strain,experiment_id
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_12,confocal LMXT0000000003 in mouse strain C57Bl6,60X,mus musculus,confocal,LMEX0000000018/2015-002-012_60X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_002/2015-002-012_60X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_002.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_13,confocal LMXT0000000003 in mouse strain C57Bl6,60X,mus musculus,confocal,LMEX0000000018/2015-002-012_60X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_003/2015-002-012_60X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_003.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_14,confocal LMXT0000000003 in mouse strain C57Bl6,60X,mus musculus,confocal,LMEX0000000018/2015-002-012_60X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_004/2015-002-012_60X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_004.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_15,confocal LMXT0000000003 in mouse strain C57Bl6,60X,mus musculus,confocal,LMEX0000000018/2015-002-012_60X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_005/2015-002-012_60X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_005.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_2,confocal LMXT0000000003 in mouse strain C57Bl6,100X,mus musculus,confocal,LMEX0000000018/2015-002-012_100X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_007/2015-002-012_100X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_007.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_3,confocal LMXT0000000003 in mouse strain C57Bl6,100X,mus musculus,confocal,LMEX0000000018/2015-002-012_100X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_008/2015-002-012_100X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_008.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_4,confocal LMXT0000000003 in mouse strain C57Bl6,100X,mus musculus,confocal,LMEX0000000018/2015-002-012_100X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_009/2015-002-012_100X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_009.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_5,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000018/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_001/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_001.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_6,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000018/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_001_8X14_TileScan_ScaleBar/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_001_8X14_TileScan_ScaleBar.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_7,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000018/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_002/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_002.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_8,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000018/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_003/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_003.tif,C57Bl6,LMEX0000000018
P28,02/12/2015,LMXT0000000003,female,LMEX0000000018_IMG_9,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000018/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_004/2015-002-012_20X_C57Bl6_PND28_LMM.15.16A.6.26_HOPX_NKX2.1_ACTA2_004.tif,C57Bl6,LMEX0000000018
E16.5,12/04/2014,LMXT0000000003,male,LMEX0000000019_IMG_1,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000019/2014-012-004_20X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_001/2014-012-004_20X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_001.tif,C57BL6,LMEX0000000019
E16.5,12/04/2014,LMXT0000000003,male,LMEX0000000019_IMG_2,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000019/2014-012-004_20X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_001_7X5_TileScan/2014-012-004_20X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_001_7X5_TileScan.tif,C57BL6,LMEX0000000019
E16.5,12/04/2014,LMXT0000000003,male,LMEX0000000019_IMG_3,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000019/2014-012-004_20X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_002/2014-012-004_20X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_002.tif,C57BL6,LMEX0000000019
E16.5,12/04/2014,LMXT0000000003,male,LMEX0000000019_IMG_4,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000019/2014-012-004_20X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_003/2014-012-004_20X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_003.tif,C57BL6,LMEX0000000019
E16.5,12/04/2014,LMXT0000000003,male,LMEX0000000019_IMG_5,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000019/2014-012-004_60X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_001/2014-012-004_60X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_001.tif,C57BL6,LMEX0000000019
E16.5,12/04/2014,LMXT0000000003,male,LMEX0000000019_IMG_6,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000019/2014-012-004_60X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_002/2014-012-004_60X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_002.tif,C57BL6,LMEX0000000019
E16.5,12/04/2014,LMXT0000000003,male,LMEX0000000019_IMG_7,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000019/2014-012-004_60X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_003/2014-012-004_60X_C57BL6_E16.5_LMM.14.24.8.24_HOPX_NKX2.1_ACTA2_003.tif,C57BL6,LMEX0000000019
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_1,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000020/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_001/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_001.tif,C57BL6,LMEX0000000020
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_10,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000020/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_004a/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_004a.tif,C57BL6,LMEX0000000020
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_2,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000020/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_001_8X7_TileScan/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_001_8X7_TileScan.tif,C57BL6,LMEX0000000020
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_3,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000020/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_002/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_002.tif,C57BL6,LMEX0000000020
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_4,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000020/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_003/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_003.tif,C57BL6,LMEX0000000020
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_5,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000020/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_004/2014-012-003_20X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_004.tif,C57BL6,LMEX0000000020
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_6,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000020/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_001/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_001.tif,C57BL6,LMEX0000000020
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_7,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000020/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_002/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_002.tif,C57BL6,LMEX0000000020
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_8,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000020/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_003/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_003.tif,C57BL6,LMEX0000000020
E18.5,12/03/2014,LMXT0000000003,male,LMEX0000000020_IMG_9,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000020/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_004/2014-012-003_60X_C57BL6_E18.5_LMM.14.38.3.18_HOPX_NKX2.1_ACTA2_004.tif,C57BL6,LMEX0000000020
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_1,confocal LMXT0000000003 in mouse strain C57BL6,100X,mus musculus,confocal,LMEX0000000021/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_001/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_001.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_10,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000021/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_005/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_005.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_11,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000021/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_001/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_001.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_12,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000021/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_002/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_002.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_13,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000021/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_003/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_003.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_14,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000021/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_004/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_004.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_15,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000021/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_005/2015-004-015_60X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_005.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_2,confocal LMXT0000000003 in mouse strain C57BL6,100X,mus musculus,confocal,LMEX0000000021/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_002/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_002.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_3,confocal LMXT0000000003 in mouse strain C57BL6,100X,mus musculus,confocal,LMEX0000000021/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_003/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_003.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_4,confocal LMXT0000000003 in mouse strain C57BL6,100X,mus musculus,confocal,LMEX0000000021/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_004/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_004.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_5,confocal LMXT0000000003 in mouse strain C57BL6,100X,mus musculus,confocal,LMEX0000000021/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_005/2015-004-015_100X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_005.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_6,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000021/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_001/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_001.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_7,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000021/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_002/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_002.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_8,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000021/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_003/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_003.tif,C57BL6,LMEX0000000021
P07,4/15/2015,LMXT0000000003,male,LMEX0000000021_IMG_9,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000021/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_004/2015-004-015_20X_C57BL6_PND7_LMM.15.23A.4L.57_HOPX_NKX2.1_ACTA2_004.tif,C57BL6,LMEX0000000021
E16.5,3/26/2015,LMXT0000000003,male,LMEX0000000024_IMG_1,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000024/2015-003-026_20X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_001/2015-003-026_20X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_001.tif,C57Bl6,LMEX0000000024
E16.5,3/26/2015,LMXT0000000003,male,LMEX0000000024_IMG_2,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000024/2015-003-026_20X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_003/2015-003-026_20X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_003.tif,C57Bl6,LMEX0000000024
E16.5,3/26/2015,LMXT0000000003,male,LMEX0000000024_IMG_3,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000024/2015-003-026_20X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_004/2015-003-026_20X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_004.tif,C57Bl6,LMEX0000000024
E16.5,3/26/2015,LMXT0000000003,male,LMEX0000000024_IMG_4,confocal LMXT0000000003 in mouse strain C57Bl6,60X,mus musculus,confocal,LMEX0000000024/2015-003-026_60X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_001/2015-003-026_60X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_001.tif,C57Bl6,LMEX0000000024
E16.5,3/26/2015,LMXT0000000003,male,LMEX0000000024_IMG_5,confocal LMXT0000000003 in mouse strain C57Bl6,60X,mus musculus,confocal,LMEX0000000024/2015-003-026_60X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_003/2015-003-026_60X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_003.tif,C57Bl6,LMEX0000000024
E16.5,3/26/2015,LMXT0000000003,male,LMEX0000000024_IMG_6,confocal LMXT0000000003 in mouse strain C57Bl6,60X,mus musculus,confocal,LMEX0000000024/2015-003-026_60X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_004/2015-003-026_60X_C57Bl6_E16.5_LMM.14.24.4.41_CSPG4_NKX2.1_ACTA2_004.tif,C57Bl6,LMEX0000000024
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_1,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000025/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_10,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000025/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_004/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_004.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_11,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000025/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_2,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000025/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001_12X11_TileScan/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001_12X11_TileScan.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_3,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000025/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_4,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000025/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_5,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000025/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_004/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_004.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_6,confocal LMXT0000000003 in mouse strain C57BL6,20X,mus musculus,confocal,LMEX0000000025/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005/2015-003-025_20X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_005.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_7,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000025/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_001.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_8,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000025/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_002.tif,C57BL6,LMEX0000000025
E18.5,3/25/2015,LMXT0000000003,male,LMEX0000000025_IMG_9,confocal LMXT0000000003 in mouse strain C57BL6,60X,mus musculus,confocal,LMEX0000000025/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003/2015-003-025_60X_C57BL6_E18.5_LMM.14.38.2.40_CSPG4_NKX2.1_ACTA2_003.tif,C57BL6,LMEX0000000025
E16.5,01/08/2015,LMXT0000000003,female,LMEX0000000026_IMG_1,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000026/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_001/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_001.tif,C57Bl6,LMEX0000000026
E16.5,01/08/2015,LMXT0000000003,female,LMEX0000000026_IMG_2,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000026/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_001_10X8_TileScan/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_001_10X8_TileScan.tif,C57Bl6,LMEX0000000026
E16.5,01/08/2015,LMXT0000000003,female,LMEX0000000026_IMG_3,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000026/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_002/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_002.tif,C57Bl6,LMEX0000000026
E16.5,01/08/2015,LMXT0000000003,female,LMEX0000000026_IMG_4,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000026/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_003/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_003.tif,C57Bl6,LMEX0000000026
E16.5,01/08/2015,LMXT0000000003,female,LMEX0000000026_IMG_5,confocal LMXT0000000003 in mouse strain C57Bl6,20X,mus musculus,confocal,LMEX0000000026/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_004/2015-001-008_20X_C57Bl6_E16.5_LMM.14.57.4.39_HOPX_SFTPC_ACTA2_004.tif,C57Bl6,LMEX0000000026
