"","experiment_id","age_label","date","experiment","gender","image_id","label","magnification","organism_label","platform","s3downloadkey","strain","id","X","color","probe_id","probe_label","target_conditions","target_molecules"
"1495","LMEX0000000056","E16.5","4/23/2015","LMXT0000000003","female","LMEX0000000056_IMG_6","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000056/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_002/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_002.tif","C57BL6","IMG",6,"Red","LMPA0000000031","Endomucin (Emcn)","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000161;endothelial cell","http://www.w3.org/2002/07/owl#Gene_ID_59308;Emcn"
"1496","LMEX0000000056","E16.5","4/23/2015","LMXT0000000003","female","LMEX0000000056_IMG_6","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000056/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_002/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_002.tif","C57BL6","IMG",6,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1497","LMEX0000000056","E16.5","4/23/2015","LMXT0000000003","female","LMEX0000000056_IMG_6","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000056/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_002/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_002.tif","C57BL6","IMG",6,"Green","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1498","LMEX0000000056","E16.5","4/23/2015","LMXT0000000003","female","LMEX0000000056_IMG_7","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000056/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_003/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_003.tif","C57BL6","IMG",7,"Red","LMPA0000000031","Endomucin (Emcn)","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000161;endothelial cell","http://www.w3.org/2002/07/owl#Gene_ID_59308;Emcn"
"1499","LMEX0000000056","E16.5","4/23/2015","LMXT0000000003","female","LMEX0000000056_IMG_7","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000056/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_003/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_003.tif","C57BL6","IMG",7,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1500","LMEX0000000056","E16.5","4/23/2015","LMXT0000000003","female","LMEX0000000056_IMG_7","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000056/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_003/2015-004-023_60X_C57BL6_E16.5_LMM.14.57.4.47_ARL13B_EMCN_ACTA2_003.tif","C57BL6","IMG",7,"Green","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1501","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_6","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000057/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_002/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_002.tif","C57BL6","IMG",6,"Green","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1502","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_6","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000057/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_002/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_002.tif","C57BL6","IMG",6,"Red","LMPA0000000031","Endomucin (Emcn)","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000161;endothelial cell","http://www.w3.org/2002/07/owl#Gene_ID_59308;Emcn"
"1503","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_6","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000057/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_002/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_002.tif","C57BL6","IMG",6,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1504","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_4","confocal LMXT0000000003 in mouse strain C57BL6","20X","mus musculus","confocal","LMEX0000000057/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_004/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_004.tif","C57BL6","IMG",4,"Green","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1505","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_4","confocal LMXT0000000003 in mouse strain C57BL6","20X","mus musculus","confocal","LMEX0000000057/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_004/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_004.tif","C57BL6","IMG",4,"Red","LMPA0000000031","Endomucin (Emcn)","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000161;endothelial cell","http://www.w3.org/2002/07/owl#Gene_ID_59308;Emcn"
"1506","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_4","confocal LMXT0000000003 in mouse strain C57BL6","20X","mus musculus","confocal","LMEX0000000057/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_004/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_004.tif","C57BL6","IMG",4,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1507","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_5","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000057/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_001/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_001.tif","C57BL6","IMG",5,"Green","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1508","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_5","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000057/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_001/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_001.tif","C57BL6","IMG",5,"Red","LMPA0000000031","Endomucin (Emcn)","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000161;endothelial cell","http://www.w3.org/2002/07/owl#Gene_ID_59308;Emcn"
"1509","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_5","confocal LMXT0000000003 in mouse strain C57BL6","60X","mus musculus","confocal","LMEX0000000057/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_001/2015-004-022_60X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_001.tif","C57BL6","IMG",5,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
"1510","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_3","confocal LMXT0000000003 in mouse strain C57BL6","20X","mus musculus","confocal","LMEX0000000057/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_003/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_003.tif","C57BL6","IMG",3,"Green","LMPA0000000012","Arl13B","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000001;pre-alveolar acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000002;alveolar septum|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000009;proximal acinar tubule|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000052;acinar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000066;alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000067;alveolar interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000075;arterial smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000115;bronchiolar epithelium|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000118;bronchiole|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000192;interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000240;bronchiolar smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000291;pulmonary artery|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000305;pulmonary vein|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000314;pre-alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000380;immature type I pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000382;immature type II pneumocyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000386;unclassified fibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000409;venous smooth muscle|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000463;alveolar parenchyma|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000465;unclassified alveolar interstitial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000582;bronchiolar epithelial cell|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000595;interstitial tissue|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000610;pre-alveolar transitory duct","http://www.w3.org/2002/07/owl#Gene_ID_68146;Arl13b"
"1511","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_3","confocal LMXT0000000003 in mouse strain C57BL6","20X","mus musculus","confocal","LMEX0000000057/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_003/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_003.tif","C57BL6","IMG",3,"Red","LMPA0000000031","Endomucin (Emcn)","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000161;endothelial cell","http://www.w3.org/2002/07/owl#Gene_ID_59308;Emcn"
"1512","LMEX0000000057","P07","4/22/2015","LMXT0000000003","male","LMEX0000000057_IMG_3","confocal LMXT0000000003 in mouse strain C57BL6","20X","mus musculus","confocal","LMEX0000000057/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_003/2015-004-022_20X_C57BL6_PND7_LMM.15.23A.4L.39_ARL13B_EMCN_ACTA2_003.tif","C57BL6","IMG",3,"White","LMPA0000000034","?-Smooth Muscle Actin","http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000243;myofibroblast|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000273;pericyte|http://ontology.lungmap.net/ontologies/mouse_anatomy#LMMA0000000343;smooth muscle cell","http://www.w3.org/2002/07/owl#Gene_ID_11475;Acta2"
